"input" "reason" "matches" "identifier" "name" "namespace" "description" "class"
"GO:0050809" "MATCH" "1" "GO:0050809" "diazepam binding" "molecular_function" "Interacting selectively and non-covalently with diazepam, one of the most widely used benzodiazepine drugs. It is used as an anti-anxiety-hypnotic agent and has the proprietary name Valium." "GOTerm"
"GO:0035234" "MATCH" "1" "GO:0035234" "ectopic germ cell programmed cell death" "biological_process" "Programmed cell death of an errant germ line cell that is outside the normal migratory path or ectopic to the gonad. This is an important mechanism of regulating germ cell survival within the embryo." "GOTerm"
"GO:0050807" "MATCH" "1" "GO:0050807" "regulation of synapse organization" "biological_process" "Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)." "GOTerm"
"GO:0050808" "MATCH" "1" "GO:0050808" "synapse organization" "biological_process" "A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)." "GOTerm"
"GO:0050805" "MATCH" "1" "GO:0050805" "negative regulation of synaptic transmission" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse." "GOTerm"
"GO:0050806" "MATCH" "1" "GO:0050806" "positive regulation of synaptic transmission" "biological_process" "Any process that activates or increases the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse." "GOTerm"
"GO:0050803" "MATCH" "1" "GO:0050803" "regulation of synapse structure or activity" "biological_process" "Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)." "GOTerm"
"GO:0050804" "MATCH" "1" "GO:0050804" "modulation of chemical synaptic transmission" "biological_process" "Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse.  Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission." "GOTerm"
"GO:0035229" "MATCH" "1" "GO:0035229" "positive regulation of glutamate-cysteine ligase activity" "biological_process" "Any process that activates or increases the activity of glutamate-cysteine ligase, typically by lowering its sensitivity to inhibition by glutathione and by increasing its affinity for glutamate." "GOTerm"
"GO:0050801" "MATCH" "1" "GO:0050801" "ion homeostasis" "biological_process" "Any process involved in the maintenance of an internal steady state of ions within an organism or cell." "GOTerm"
"GO:0035224" "MATCH" "1" "GO:0035224" "genital disc anterior/posterior pattern formation" "biological_process" "The establishment, maintenance and elaboration of the anterior/posterior axis of the genital disc. An anterior and posterior compartment form in each of the three genital disc primoridia (the female genital disc primordium, the male genital disc primordium and the anal primordium)." "GOTerm"
"GO:0035225" "MATCH" "1" "GO:0035225" "determination of genital disc primordium" "biological_process" "Allocation of embryonic cells to the genital imaginal disc founder populations. Early in development at the blastoderm stage, the anlage of the genital disc of both sexes consists of three primordia: the female genital primoridum lcoated anteriorly, the anal primoridum located posteriorly, and the male gential primordium between the two." "GOTerm"
"GO:0035226" "MATCH" "1" "GO:0035226" "glutamate-cysteine ligase catalytic subunit binding" "molecular_function" "Interacting selectively and non-covalently with the catalytic subunit of glutamate-cysteine ligase." "GOTerm"
"GO:0035220" "MATCH" "1" "GO:0035220" "wing disc development" "biological_process" "Progression of the wing disc over time, from its initial formation through to its metamorphosis to form adult structures including the wing hinge, wing blade and pleura." "GOTerm"
"GO:0035222" "MATCH" "1" "GO:0035222" "wing disc pattern formation" "biological_process" "The process giving rise to the pattern of cell differentiation in the wing imaginal disc." "GOTerm"
"GO:0035223" "MATCH" "1" "GO:0035223" "leg disc pattern formation" "biological_process" "The process that gives rise to the patterns of cell differentiation in the leg imaginal disc." "GOTerm"
"GO:0050819" "MATCH" "1" "GO:0050819" "negative regulation of coagulation" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation." "GOTerm"
"GO:0050816" "MATCH" "1" "GO:0050816" "phosphothreonine residue binding" "molecular_function" "Interacting selectively and non-covalently with a phosphorylated threonine residue within a protein." "GOTerm"
"GO:1990983" "MATCH" "1" "GO:1990983" "tRNA demethylation" "biological_process" "The removal of a methyl group from one or more residues within a tRNA molecule." "GOTerm"
"GO:0048500" "MATCH" "1" "GO:0048500" "signal recognition particle" "cellular_component" "A complex of protein and RNA which facilitates translocation of proteins across membranes." "GOTerm"
"GO:1990984" "MATCH" "1" "GO:1990984" "tRNA demethylase activity" "molecular_function" "Catalysis of the removal of a methyl group from one or more positions within a tRNA molecule." "GOTerm"
"GO:0035218" "MATCH" "1" "GO:0035218" "leg disc development" "biological_process" "Progression of the leg imaginal disc over time, from its initial formation through to its metamorphosis to form adult structures including the leg, coxa and ventral thoracic pleura." "GOTerm"
"GO:0050815" "MATCH" "1" "GO:0050815" "phosphoserine residue binding" "molecular_function" "Interacting selectively and non-covalently with a phosphorylated serine residue within a protein." "GOTerm"
"GO:0050810" "MATCH" "1" "GO:0050810" "regulation of steroid biosynthetic process" "biological_process" "Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus." "GOTerm"
"GO:0035214" "MATCH" "1" "GO:0035214" "eye-antennal disc development" "biological_process" "Progression of the eye-antennal imaginal disc over time, from its initial formation through to its metamorphosis to form adult structures including the eye, antenna, head capsule and maxillary palps." "GOTerm"
"GO:0050811" "MATCH" "1" "GO:0050811" "GABA receptor binding" "molecular_function" "Interacting selectively and non-covalently with the gamma-aminobutyric acid (GABA, 4-aminobutyrate) receptor." "GOTerm"
"GO:0035215" "MATCH" "1" "GO:0035215" "genital disc development" "biological_process" "Progression of the genital imaginal disc over time, from its initial formation through to its metamorphosis to form the adult terminalia, comprising the entire set of internal and external genitalia and analia. Both sexes of Drosophila have a single genital disc formed from the female and male genital primordia, and the anal primordium. The anal primordium develops in both sexes, forming either male or female analia. However, only one of the genital primordia develops in each sex, forming either the male or the female genitalia." "GOTerm"
"GO:0035212" "MATCH" "1" "GO:0035212" "cell competition in a multicellular organism" "biological_process" "Competitive interactions within multicellular organisms between cell populations that differ in growth rates, leading to the elimination of the slowest-growing cells." "GOTerm"
"GO:0050829" "MATCH" "1" "GO:0050829" "defense response to Gram-negative bacterium" "biological_process" "Reactions triggered in response to the presence of a Gram-negative bacterium that act to protect the cell or organism." "GOTerm"
"GO:2000109" "MATCH" "1" "GO:2000109" "regulation of macrophage apoptotic process" "biological_process" "Any process that modulates the frequency, rate or extent of macrophage apoptotic process." "GOTerm"
"GO:0048511" "MATCH" "1" "GO:0048511" "rhythmic process" "biological_process" "Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism." "GOTerm"
"GO:0035206" "MATCH" "1" "GO:0035206" "regulation of hemocyte proliferation" "biological_process" "Any process that modulates the frequency, rate or extent of hemocyte proliferation. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. An example of this is found in Drosophila melanogaster." "GOTerm"
"GO:0050825" "MATCH" "1" "GO:0050825" "ice binding" "molecular_function" "Interacting selectively and non-covalently with ice, water reduced to the solid state by cold temperature. It is a white or transparent colorless substance, crystalline, brittle, and viscoidal." "GOTerm"
"GO:0035208" "MATCH" "1" "GO:0035208" "positive regulation of hemocyte proliferation" "biological_process" "Any process that activates or increases the rate or extent of hemocyte proliferation. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) that are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. An example of this process is found in Drosophila melanogaster." "GOTerm"
"GO:0035209" "MATCH" "1" "GO:0035209" "pupal development" "biological_process" "The process whose specific outcome is the progression of the pupa over time, from its formation to the mature structure. The pupa is a dormant life stage interposed between the larval and the adult stages in insects that undergo a complete metamorphosis." "GOTerm"
"GO:0035202" "MATCH" "1" "GO:0035202" "tracheal pit formation in open tracheal system" "biological_process" "Formation of the tracheal pits, the first tube-like structures to form in the open tracheal system. Once cells are determined to their tracheal cell fate, the tracheal pits arise by invagination of each ectodermal cluster of tracheal placode cells, between 5 and 7 hours after egg laying. An example of this is found in Drosophila melanogaster." "GOTerm"
"GO:0050821" "MATCH" "1" "GO:0050821" "protein stabilization" "biological_process" "Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation." "GOTerm"
