"gene"	"adj.pval.Initial.Treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g245920"	0.00272832904894314	"Scaffold_12"	9268299	9326841	"Q99973"	"TEP1_HUMAN"	"Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog)"	"GO:0000722; GO:0000781; GO:0002039; GO:0003720; GO:0003723; GO:0005524; GO:0005697; GO:0005737; GO:0016363; GO:0019899; GO:0070034; GO:1990904"	"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; ribonucleoprotein complex [GO:1990904]; telomerase holoenzyme complex [GO:0005697]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; p53 binding [GO:0002039]; RNA binding [GO:0003723]; telomerase activity [GO:0003720]; telomerase RNA binding [GO:0070034]; telomere maintenance via recombination [GO:0000722]"
"PGEN_.00g113850"	0.00273663668277359	"Scaffold_05"	26405255	26414780	"Q04861"	"NFKB1_CHICK"	"Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]"	"GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003682; GO:0005654; GO:0005739; GO:0005829; GO:0006954; GO:0007249; GO:0010956; GO:0034097; GO:0035994; GO:0038061; GO:0042803; GO:0042805; GO:0045083; GO:0045944; GO:0046982; GO:0050728; GO:0051059; GO:0071222; GO:0071260; GO:0071316; GO:0071347; GO:0071354; GO:0071356; GO:0071359; GO:0090263; GO:1900127; GO:1904385; GO:2000630"	"cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; actinin binding [GO:0042805]; chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; NF-kappaB binding [GO:0051059]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; cellular response to angiotensin [GO:1904385]; cellular response to dsRNA [GO:0071359]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to nicotine [GO:0071316]; cellular response to tumor necrosis factor [GO:0071356]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; inflammatory response [GO:0006954]; negative regulation of calcidiol 1-monooxygenase activity [GO:0010956]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-12 biosynthetic process [GO:0045083]; negative regulation of transcription by RNA polymerase II [GO:0000122]; NIK/NF-kappaB signaling [GO:0038061]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of hyaluronan biosynthetic process [GO:1900127]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to cytokine [GO:0034097]; response to muscle stretch [GO:0035994]"
"PGEN_.00g190220"	0.00273676231616	"Scaffold_08"	58901545	58964484	"Q4G0P3"	"HYDIN_HUMAN"	"Hydrocephalus-inducing protein homolog"	"GO:0002064; GO:0003341; GO:0021591; GO:0060438; GO:1904158; GO:1990718"	"axonemal central pair projection [GO:1990718]; axonemal central apparatus assembly [GO:1904158]; cilium movement [GO:0003341]; epithelial cell development [GO:0002064]; trachea development [GO:0060438]; ventricular system development [GO:0021591]"
"PGEN_.00g317380"	0.00276045929087716	"Scaffold_16"	4483223	4485229	NA	NA	NA	NA	NA
"PGEN_.00g100210"	0.0028753726139771	"Scaffold_04"	56299786	56323141	NA	NA	NA	NA	NA
"PGEN_.00g200690"	0.00288581648347042	"Scaffold_09"	29083039	29090703	"P40854"	"MSOX_STRSB"	"Monomeric sarcosine oxidase (MSOX) (EC 1.5.3.1)"	"GO:0005737; GO:0008115; GO:0046653"	"cytoplasm [GO:0005737]; sarcosine oxidase activity [GO:0008115]; tetrahydrofolate metabolic process [GO:0046653]"
"PGEN_.00g196320"	0.00294638790665066	"Scaffold_09"	14970872	14985658	NA	NA	NA	NA	NA
"PGEN_.00g105220"	0.00294765169968482	"Scaffold_05"	3977691	3978119	NA	NA	NA	NA	NA
"PGEN_.00g150430"	0.00297331081158807	"Scaffold_06"	55493407	55509555	"Q96L91"	"EP400_HUMAN"	"E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)"	"GO:0000812; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005654; GO:0016607; GO:0035267; GO:0043967; GO:0043968; GO:1990405"	"NuA4 histone acetyltransferase complex [GO:0035267]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; Swr1 complex [GO:0000812]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; protein antigen binding [GO:1990405]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]"
"PGEN_.00g065610"	0.002977431815361	"Scaffold_03"	21333575	21334232	NA	NA	NA	NA	NA
"PGEN_.00g142480"	0.0029812689274964	"Scaffold_06"	34262881	34313479	"Q5ZLA6"	"MYO1C_CHICK"	"Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)"	"GO:0001726; GO:0003774; GO:0003779; GO:0005524; GO:0016459; GO:0031410; GO:0060171"	"cytoplasmic vesicle [GO:0031410]; myosin complex [GO:0016459]; ruffle [GO:0001726]; stereocilium membrane [GO:0060171]; actin binding [GO:0003779]; ATP binding [GO:0005524]; motor activity [GO:0003774]"
"PGEN_.00g211830"	0.00298653749416712	"Scaffold_10"	21025397	21043857	"P16056"	"MET_MOUSE"	"Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"	"GO:0000122; GO:0000187; GO:0001764; GO:0001886; GO:0001889; GO:0001890; GO:0004672; GO:0004713; GO:0004714; GO:0005008; GO:0005524; GO:0005615; GO:0005737; GO:0005886; GO:0005887; GO:0007169; GO:0007268; GO:0007420; GO:0007517; GO:0007519; GO:0008013; GO:0009925; GO:0010628; GO:0010629; GO:0010800; GO:0010801; GO:0010828; GO:0010976; GO:0014069; GO:0014812; GO:0014902; GO:0016020; GO:0017154; GO:0019903; GO:0030182; GO:0030317; GO:0030425; GO:0030534; GO:0031016; GO:0031116; GO:0032675; GO:0033138; GO:0035024; GO:0036126; GO:0042593; GO:0042802; GO:0043005; GO:0043025; GO:0043235; GO:0043274; GO:0043548; GO:0044877; GO:0045211; GO:0045740; GO:0045840; GO:0045944; GO:0046777; GO:0048012; GO:0048754; GO:0050775; GO:0050804; GO:0050918; GO:0051450; GO:0051497; GO:0051897; GO:0055013; GO:0060048; GO:0060076; GO:0060079; GO:0060665; GO:0061436; GO:0070495; GO:0071526; GO:0071635; GO:0072593; GO:1900407; GO:1900745; GO:1901299; GO:1905098; GO:2001028"	"basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; excitatory synapse [GO:0060076]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; receptor complex [GO:0043235]; sperm flagellum [GO:0036126]; ATP binding [GO:0005524]; beta-catenin binding [GO:0008013]; hepatocyte growth factor-activated receptor activity [GO:0005008]; identical protein binding [GO:0042802]; phosphatidylinositol 3-kinase binding [GO:0043548]; phospholipase binding [GO:0043274]; protein kinase activity [GO:0004672]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; protein-containing complex binding [GO:0044877]; semaphorin receptor activity [GO:0017154]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; activation of MAPK activity [GO:0000187]; adult behavior [GO:0030534]; brain development [GO:0007420]; branching morphogenesis of an epithelial tube [GO:0048754]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; chemical synaptic transmission [GO:0007268]; endothelial cell morphogenesis [GO:0001886]; establishment of skin barrier [GO:0061436]; excitatory postsynaptic potential [GO:0060079]; flagellated sperm motility [GO:0030317]; glucose homeostasis [GO:0042593]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; liver development [GO:0001889]; modulation of chemical synaptic transmission [GO:0050804]; muscle cell migration [GO:0014812]; muscle organ development [GO:0007517]; myoblast proliferation [GO:0051450]; myotube differentiation [GO:0014902]; negative regulation of gene expression [GO:0010629]; negative regulation of guanyl-nucleotide exchange factor activity [GO:1905098]; negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of stress fiber assembly [GO:0051497]; negative regulation of thrombin-activated receptor signaling pathway [GO:0070495]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta production [GO:0071635]; neuron differentiation [GO:0030182]; neuron migration [GO:0001764]; pancreas development [GO:0031016]; placenta development [GO:0001890]; positive chemotaxis [GO:0050918]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of DNA replication [GO:0045740]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose transmembrane transport [GO:0010828]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of neuron projection development [GO:0010976]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autophosphorylation [GO:0046777]; reactive oxygen species metabolic process [GO:0072593]; regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling [GO:0060665]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of interleukin-6 production [GO:0032675]; semaphorin-plexin signaling pathway [GO:0071526]; skeletal muscle tissue development [GO:0007519]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]"
"PGEN_.00g008080"	0.00301229893613815	"Scaffold_01"	20329294	20354610	"Q9NQI0"	"DDX4_HUMAN"	"Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)"	"GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0007140; GO:0007141; GO:0007275; GO:0007276; GO:0007283; GO:0010529; GO:0016887; GO:0030154; GO:0030317; GO:0031047; GO:0034587; GO:0043046; GO:0043186; GO:0048471; GO:0071546; GO:0071547; GO:1990511"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; P granule [GO:0043186]; perinuclear region of cytoplasm [GO:0048471]; pi-body [GO:0071546]; piP-body [GO:0071547]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; cell differentiation [GO:0030154]; DNA methylation involved in gamete generation [GO:0043046]; flagellated sperm motility [GO:0030317]; gamete generation [GO:0007276]; gene silencing by RNA [GO:0031047]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; multicellular organism development [GO:0007275]; negative regulation of transposition [GO:0010529]; piRNA biosynthetic process [GO:1990511]; piRNA metabolic process [GO:0034587]; spermatogenesis [GO:0007283]"
"PGEN_.00g046570"	0.00302388244123987	"Scaffold_02"	37846714	37866726	"Q6P1R4"	"DUS1L_HUMAN"	"tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 1-like)"	"GO:0017150; GO:0050660"	"flavin adenine dinucleotide binding [GO:0050660]; tRNA dihydrouridine synthase activity [GO:0017150]"
"PGEN_.00g185200"	0.00302388244123987	"Scaffold_08"	45240011	45256572	NA	NA	NA	NA	NA
"PGEN_.00g099610"	0.00307524617117432	"Scaffold_04"	54990312	54990641	NA	NA	NA	NA	NA
"PGEN_.00g118280"	0.00307524617117432	"Scaffold_05"	39327231	39330726	"Q3ZCX4"	"ZN568_HUMAN"	"Zinc finger protein 568"	"GO:0000122; GO:0000976; GO:0001701; GO:0005634; GO:0045892; GO:0046872; GO:0060669"	"nucleus [GO:0005634]; metal ion binding [GO:0046872]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; embryonic placenta morphogenesis [GO:0060669]; in utero embryonic development [GO:0001701]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]"
"PGEN_.00g294730"	0.00307524617117432	"Scaffold_14"	42303024	42303395	NA	NA	NA	NA	NA
"PGEN_.00g040670"	0.00311201547400504	"Scaffold_02"	20750440	20752429	"Q9C6W5"	"AB14G_ARATH"	"ABC transporter G family member 14 (ABC transporter ABCG.14) (AtABCG14) (White-brown complex homolog protein 14) (AtWBC14)"	"GO:0005524; GO:0005886; GO:0010222; GO:0010588; GO:0016021; GO:0016887; GO:0042626; GO:0055085"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; cotyledon vascular tissue pattern formation [GO:0010588]; stem vascular tissue pattern formation [GO:0010222]; transmembrane transport [GO:0055085]"
"PGEN_.00g221600"	0.00311201547400504	"Scaffold_10"	45523642	45594212	"W0LYS5"	"CAMKI_MACNP"	"Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (MnCaMKI)"	"GO:0004683; GO:0005516; GO:0005524; GO:0006468; GO:0022404"	"ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; molting cycle process [GO:0022404]; protein phosphorylation [GO:0006468]"
"PGEN_.00g126370"	0.00313905357096175	"Scaffold_05"	60832377	60837710	NA	NA	NA	NA	NA
"PGEN_.00g187610"	0.00313905357096175	"Scaffold_08"	52253832	52263248	"P27623"	"TAGD_BACSU"	"Glycerol-3-phosphate cytidylyltransferase (GCT) (GCTase) (Gro-PCT) (EC 2.7.7.39) (CDP-glycerol pyrophosphorylase) (Teichoic acid biosynthesis protein D)"	"GO:0005737; GO:0019350; GO:0046872; GO:0047348; GO:0071555"	"cytoplasm [GO:0005737]; glycerol-3-phosphate cytidylyltransferase activity [GO:0047348]; metal ion binding [GO:0046872]; cell wall organization [GO:0071555]; teichoic acid biosynthetic process [GO:0019350]"
"PGEN_.00g146970"	0.00318747985101334	"Scaffold_06"	45951151	45955614	NA	NA	NA	NA	NA
"PGEN_.00g258860"	0.00318747985101334	"Scaffold_12"	48687905	48700294	"O43174"	"CP26A_HUMAN"	"Cytochrome P450 26A1 (EC 1.14.13.-) (Cytochrome P450 retinoic acid-inactivating 1) (Cytochrome P450RAI) (hP450RAI) (Retinoic acid 4-hydroxylase) (Retinoic acid-metabolizing cytochrome)"	"GO:0000249; GO:0001822; GO:0001972; GO:0004497; GO:0005506; GO:0005789; GO:0006696; GO:0006766; GO:0006805; GO:0008401; GO:0016125; GO:0016709; GO:0019825; GO:0020037; GO:0032526; GO:0033189; GO:0034653; GO:0042573; GO:0048387; GO:0055114"	"endoplasmic reticulum membrane [GO:0005789]; C-22 sterol desaturase activity [GO:0000249]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]; retinoic acid binding [GO:0001972]; ergosterol biosynthetic process [GO:0006696]; kidney development [GO:0001822]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; oxidation-reduction process [GO:0055114]; response to retinoic acid [GO:0032526]; response to vitamin A [GO:0033189]; retinoic acid catabolic process [GO:0034653]; retinoic acid metabolic process [GO:0042573]; sterol metabolic process [GO:0016125]; vitamin metabolic process [GO:0006766]; xenobiotic metabolic process [GO:0006805]"
"PGEN_.00g006160"	0.00320462131782915	"Scaffold_01"	15537320	15581341	"Q96Q15"	"SMG1_HUMAN"	"Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)"	"GO:0000184; GO:0003723; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006406; GO:0018105; GO:0032204; GO:0042162; GO:0046777; GO:0046854; GO:0046872; GO:2001020"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]; DNA repair [GO:0006281]; mRNA export from nucleus [GO:0006406]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphorylation [GO:0046854]; protein autophosphorylation [GO:0046777]; regulation of response to DNA damage stimulus [GO:2001020]; regulation of telomere maintenance [GO:0032204]"
"PGEN_.00g209410"	0.00320762693715089	"Scaffold_10"	14308459	14377304	"Q16875"	"F263_HUMAN"	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 (6PF-2-K/Fru-2,6-P2ase 3) (PFK/FBPase 3) (6PF-2-K/Fru-2,6-P2ase brain/placenta-type isozyme) (Renal carcinoma antigen NY-REN-56) (iPFK-2) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]"	"GO:0003873; GO:0004331; GO:0005524; GO:0005654; GO:0005829; GO:0006000; GO:0006003; GO:0045821"	"cytosol [GO:0005829]; nucleoplasm [GO:0005654]; 6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]; fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]; positive regulation of glycolytic process [GO:0045821]"
"PGEN_.00g311650"	0.00325517184920411	"Scaffold_15"	37439294	37443729	"Q63ZI0"	"KCNK9_XENLA"	"Potassium channel subfamily K member 9"	"GO:0005267; GO:0005886; GO:0016021"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; potassium channel activity [GO:0005267]"
"PGEN_.00g003520"	0.00327403524449982	"Scaffold_01"	8767297	8783750	NA	NA	NA	NA	NA
"PGEN_.00g067830"	0.00329070643914586	"Scaffold_03"	27364435	27376641	NA	NA	NA	NA	NA
"PGEN_.00g162370"	0.00329070643914586	"Scaffold_07"	26700160	26705191	NA	NA	NA	NA	NA
"PGEN_.00g050170"	0.00341193574831867	"Scaffold_02"	47298190	47299423	NA	NA	NA	NA	NA
"PGEN_.00g327330"	0.0034186421403008	"Scaffold_16"	31599488	31629517	"P31696"	"AGRIN_CHICK"	"Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]"	"GO:0002162; GO:0004867; GO:0005509; GO:0005539; GO:0005576; GO:0005604; GO:0005615; GO:0005886; GO:0007158; GO:0007213; GO:0007275; GO:0007399; GO:0007417; GO:0007420; GO:0007528; GO:0008201; GO:0010977; GO:0016021; GO:0030054; GO:0030154; GO:0030297; GO:0030424; GO:0030548; GO:0031012; GO:0031532; GO:0031594; GO:0033691; GO:0035374; GO:0038023; GO:0043113; GO:0043236; GO:0043237; GO:0043395; GO:0043547; GO:0045121; GO:0045178; GO:0045202; GO:0045887; GO:0045944; GO:0046847; GO:0050840; GO:0051491; GO:0071340; GO:0098684; GO:0098965; GO:0098978; GO:1902572"	"axon [GO:0030424]; basal part of cell [GO:0045178]; basement membrane [GO:0005604]; cell junction [GO:0030054]; extracellular matrix [GO:0031012]; extracellular matrix of synaptic cleft [GO:0098965]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; neuromuscular junction [GO:0031594]; photoreceptor ribbon synapse [GO:0098684]; plasma membrane [GO:0005886]; synapse [GO:0045202]; acetylcholine receptor regulator activity [GO:0030548]; calcium ion binding [GO:0005509]; chondroitin sulfate binding [GO:0035374]; dystroglycan binding [GO:0002162]; extracellular matrix binding [GO:0050840]; glycosaminoglycan binding [GO:0005539]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; laminin binding [GO:0043236]; laminin-1 binding [GO:0043237]; serine-type endopeptidase inhibitor activity [GO:0004867]; sialic acid binding [GO:0033691]; signaling receptor activity [GO:0038023]; transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]; actin cytoskeleton reorganization [GO:0031532]; brain development [GO:0007420]; cell differentiation [GO:0030154]; central nervous system development [GO:0007417]; filopodium assembly [GO:0046847]; G protein-coupled acetylcholine receptor signaling pathway [GO:0007213]; multicellular organism development [GO:0007275]; negative regulation of neuron projection development [GO:0010977]; negative regulation of serine-type peptidase activity [GO:1902572]; nervous system development [GO:0007399]; neuromuscular junction development [GO:0007528]; neuron cell-cell adhesion [GO:0007158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of GTPase activity [GO:0043547]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; positive regulation of transcription by RNA polymerase II [GO:0045944]; receptor clustering [GO:0043113]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]"
